paper_id,doi,review_status,publication_grade,source_reviewed,public_v1_included,exclusion_reason,database_audit_records,activity_records,mechanism_claims,database_final_exists,activity_final_exists,mechanism_final_exists,review_report_exists
doi__10.1155_2014_176214,,accepted_with_cautions,True,True,True,,24,14,2,True,True,True,True
doi__10.1155_2014_320796,10.1155/2014/320796,accepted_with_cautions,True,True,True,,30,56,3,True,True,True,True
doi__10.1155_2014_671362,10.1155/2014/671362,accepted_with_cautions,True,True,True,,74,24,3,True,True,True,True
doi__10.1155_2015_197608,,accepted_with_cautions,True,True,True,,17,12,2,True,True,True,True
doi__10.1155_2015_453826,,accepted_with_cautions,True,True,True,,202,92,2,True,True,True,True
doi__10.1155_2015_578764,10.1155/2015/578764,accepted_with_cautions,True,True,True,,100,43,3,True,True,True,True
doi__10.1155_2015_909870,,accepted_with_cautions,True,True,True,,39,25,3,True,True,True,True
doi__10.1155_2018_4353580,10.1155/2018/4353580,accepted_with_cautions,True,True,True,,5,12,3,True,True,True,True
doi__10.1155_2018_5252891,10.1155/2018/5252891,accepted_with_cautions,True,True,True,,117,45,3,True,True,True,True
doi__10.1155_2020_2131535,,accepted_with_cautions,True,True,True,,50,24,2,True,True,True,True
doi__10.1155_2024_2205864,,accepted_with_cautions,True,True,True,,184,100,4,True,True,True,True
doi__10.1167_iovs.17-22243,,accepted_with_cautions,True,True,True,,203,104,4,True,True,True,True
doi__10.1177_11779322251315291,,accepted_with_cautions,True,True,True,,25,15,3,True,True,True,True
doi__10.1177_1178636120933635,,accepted_with_cautions,True,True,True,,4,124,3,True,True,True,True
doi__10.1186_1297-9716-45-40,10.1186/1297-9716-45-40,accepted_with_cautions,True,True,True,,2,51,3,True,True,True,True
doi__10.1186_1471-2091-11-6,,accepted_with_cautions,True,True,True,,16,2,3,True,True,True,True
doi__10.1186_1471-2164-11-187,,accepted_with_cautions,True,True,True,,28,9,3,True,True,True,True
doi__10.1186_1471-2164-11-239,10.1186/1471-2164-11-239,accepted_with_cautions,True,True,True,,20,25,3,True,True,True,True
doi__10.1186_1471-2164-11-452,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,80,0,2,True,True,True,True
doi__10.1186_1471-2164-5-56,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,95,0,3,True,True,True,True
doi__10.1186_1471-2164-8-119,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,39,0,3,True,True,True,True
doi__10.1186_1471-2164-8-18,10.1186/1471-2164-8-18,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,20,0,1,True,True,True,True
doi__10.1186_1471-2164-8-326,,accepted_with_cautions,True,True,True,,6,2,3,True,True,True,True
doi__10.1186_1471-2164-9-15,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,6,0,3,True,True,True,True
doi__10.1186_1471-2172-11-12,10.1186/1471-2172-11-12,accepted_with_cautions,True,True,True,,8,3,3,True,True,True,True
doi__10.1186_1471-2172-13-61,10.1186/1471-2172-13-61,accepted_with_cautions,True,True,True,,26,40,3,True,True,True,True
doi__10.1186_1471-2180-12-24,,accepted_with_cautions,True,True,True,,20,200,3,True,True,True,True
doi__10.1186_1471-2180-13-212,10.1186/1471-2180-13-212,accepted_with_cautions,True,True,True,,71,56,3,True,True,True,True
doi__10.1186_1471-2180-13-87,10.1186/1471-2180-13-87,accepted_with_cautions,True,True,True,,50,24,2,True,True,True,True
doi__10.1186_1471-2180-14-140,10.1186/1471-2180-14-140,accepted_with_cautions,True,True,True,,5,10,3,True,True,True,True
doi__10.1186_1471-2180-6-36,10.1186/1471-2180-6-36,accepted_with_cautions,True,True,True,,15,11,3,True,True,True,True
doi__10.1186_1471-2180-9-187,10.1186/1471-2180-9-187,accepted_with_cautions,True,True,True,,5,6,4,True,True,True,True
doi__10.1186_1471-2199-12-47,10.1186/1471-2199-12-47,accepted_with_cautions,True,True,True,,2,20,3,True,True,True,True
doi__10.1186_1471-2229-12-180,10.1186/1471-2229-12-180,accepted_with_cautions,True,True,True,,2,7,2,True,True,True,True
doi__10.1186_1471-2229-8-75,10.1186/1471-2229-8-75,accepted_with_cautions,True,True,True,,22,7,3,True,True,True,True
doi__10.1186_1471-2407-11-116,,accepted_with_cautions,True,True,True,,12,45,4,True,True,True,True
doi__10.1186_1475-2867-5-21,,accepted_with_cautions,True,True,True,,113,79,4,True,True,True,True
doi__10.1186_1476-0711-10-11,,accepted_with_cautions,True,True,True,,164,71,3,True,True,True,True
doi__10.1186_1476-0711-6-14,,accepted_with_cautions,True,True,True,,43,20,3,True,True,True,True
doi__10.1186_1477-7827-4-7,10.1186/1477-7827-4-7,accepted_with_cautions,True,True,True,,25,2,2,True,True,True,True
doi__10.1186_1741-7007-3-20,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,9,0,3,True,True,True,True
doi__10.1186_1741-7007-6-43,,accepted_with_cautions,True,True,True,,6,14,3,True,True,True,True
doi__10.1186_1742-4690-5-70,,accepted_with_cautions,True,True,True,,18,11,3,True,True,True,True
doi__10.1186_1743-422x-2-49,,accepted_with_cautions,True,True,True,,14,17,3,True,True,True,True
doi__10.1186_1743-422x-6-187,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,19,28,3,True,True,True,True
doi__10.1186_1743-422x-8-76,,accepted_with_cautions,True,True,True,,33,11,3,True,True,True,True
doi__10.1186_1756-0500-4-459,,accepted_with_cautions,True,True,True,,78,8,3,True,True,True,True
doi__10.1186_1756-3305-4-63,,accepted_with_cautions,True,True,True,,76,26,3,True,True,True,True
doi__10.1186_2191-0855-2-67,,accepted_with_cautions,True,True,True,,122,68,4,True,True,True,True
doi__10.1186_2191-0855-3-2,,accepted_with_cautions,True,True,True,,2,52,3,True,True,True,True
doi__10.1186_2191-0855-3-35,,accepted_with_cautions,True,True,True,,67,30,3,True,True,True,True
doi__10.1186_gb-2003-4-12-r79,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,9,0,3,True,True,True,True
doi__10.1186_gb-2003-4-5-r31,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,16,0,3,True,True,True,True
doi__10.1186_gb-2004-6-1-r6,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,12,3,0,True,True,True,True
doi__10.1186_s12864-018-5225-5,,accepted_with_cautions,True,True,True,,8,6,2,True,True,True,True
doi__10.1186_s12864-022-08310-4,10.1186/s12864-022-08310-4,accepted_with_cautions,True,True,True,,86,144,1,True,True,True,True
doi__10.1186_s12866-014-0226-2,,accepted_with_cautions,True,True,True,,20,30,3,True,True,True,True
doi__10.1186_s12866-015-0473-x,,accepted_with_cautions,True,True,True,,72,73,3,True,True,True,True
doi__10.1186_s12866-016-0626-6,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,9,30,4,True,True,True,True
doi__10.1186_s12866-016-0799-z,,needs_targeted_rework,False,True,False,needs_targeted_rework,120,100,3,True,True,True,True
doi__10.1186_s12866-016-0828-y,,accepted_with_cautions,True,True,True,,48,25,5,True,True,True,True
doi__10.1186_s12866-017-0959-9,10.1186/s12866-017-0959-9,accepted_with_cautions,True,True,True,,233,88,4,True,True,True,True
doi__10.1186_s12866-018-1190-z,,accepted_with_cautions,True,True,True,,93,143,4,True,True,True,True
doi__10.1186_s12866-020-01925-1,10.1186/s12866-020-01925-1,accepted_with_cautions,True,True,True,,26,12,3,True,True,True,True
doi__10.1186_s12866-022-02621-y,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,21,4,3,True,True,True,True
doi__10.1186_s12866-023-03131-1,10.1186/s12866-023-03131-1,accepted_with_cautions,True,True,True,,2,8,3,True,True,True,True
doi__10.1186_s12866-024-03325-1,10.1186/s12866-024-03325-1,accepted_with_cautions,True,True,True,,2,4,2,True,True,True,True
doi__10.1186_s12866-025-04160-8,,accepted_with_cautions,True,True,True,,122,115,3,True,True,True,True
doi__10.1186_s12866-025-04343-3,,accepted_with_cautions,True,True,True,,39,54,4,True,True,True,True
doi__10.1186_s12870-014-0248-9,,accepted_with_cautions,True,True,True,,2,15,3,True,True,True,True
doi__10.1186_s12870-018-1611-z,,accepted_with_cautions,True,True,True,,26,4,3,True,True,True,True
doi__10.1186_s12885-023-11045-4,10.1186/s12885-023-11045-4,accepted_with_cautions,True,True,True,,3,9,3,True,True,True,True
doi__10.1186_s12906-015-0940-9,,accepted_with_cautions,True,True,True,,3,5,3,True,True,True,True
doi__10.1186_s12915-022-01304-4,,accepted_with_cautions,True,True,True,,47,20,4,True,True,True,True
doi__10.1186_s12917-020-02620-z,10.1186/s12917-020-02620-z,accepted_with_cautions,True,True,True,,58,27,3,True,True,True,True
doi__10.1186_s12917-020-02630-x,,accepted_with_cautions,True,True,True,,24,38,3,True,True,True,True
doi__10.1186_s12917-024-04202-9,,accepted_with_cautions,True,True,True,,23,10,3,True,True,True,True
doi__10.1186_s12929-024-01007-8,10.1186/s12929-024-01007-8,accepted_with_cautions,True,True,True,,106,76,3,True,True,True,True
doi__10.1186_s12934-015-0302-9,,accepted_with_cautions,True,True,True,,19,7,4,True,True,True,True
doi__10.1186_s12941-017-0193-1,,accepted_with_cautions,True,True,True,,9,53,3,True,True,True,True
doi__10.1186_s12941-024-00701-7,,accepted_with_cautions,True,True,True,,144,116,3,True,True,True,True
doi__10.1186_s12951-024-02896-5,10.1186/s12951-024-02896-5,accepted_with_cautions,True,True,True,,214,126,4,True,True,True,True
doi__10.1186_s12985-019-1199-4,10.1186/s12985-019-1199-4,accepted_with_cautions,True,True,True,,15,21,4,True,True,True,True
doi__10.1186_s13046-018-0682-x,,accepted_with_cautions,True,True,True,,3,39,4,True,True,True,True
doi__10.1186_s13071-014-0554-y,10.1186/s13071-014-0554-y,accepted_with_cautions,True,True,True,,63,26,3,True,True,True,True
doi__10.1186_s13071-014-0625-0,10.1186/s13071-014-0625-0,accepted_with_cautions,True,True,True,,35,16,1,True,True,True,True
doi__10.1186_s13071-015-0669-9,10.1186/s13071-015-0669-9,accepted_with_cautions,True,True,True,,19,6,3,True,True,True,True
doi__10.1186_s13071-015-1176-8,10.1186/s13071-015-1176-8,accepted_with_cautions,True,True,True,,25,12,6,True,True,True,True
doi__10.1186_s13071-016-1344-5,10.1186/s13071-016-1344-5,accepted_with_cautions,True,True,True,,1,17,3,True,True,True,True
doi__10.1186_s13071-016-1360-5,10.1186/s13071-016-1360-5,accepted_with_cautions,True,True,True,,11,39,4,True,True,True,True
doi__10.1186_s13071-017-2397-9,10.1186/s13071-017-2397-9,accepted_with_cautions,True,True,True,,128,94,3,True,True,True,True
doi__10.1186_s13567-024-01402-x,,accepted_with_cautions,True,True,True,,209,251,3,True,True,True,True
doi__10.1186_s13568-014-0050-y,,accepted_with_cautions,True,True,True,,12,15,3,True,True,True,True
doi__10.1186_s13568-014-0078-z,,accepted_with_cautions,True,True,True,,31,17,4,True,True,True,True
doi__10.1186_s13568-016-0295-8,,accepted_with_cautions,True,True,True,,153,81,3,True,True,True,True
doi__10.1186_s13568-016-0315-8,,accepted_with_cautions,True,True,True,,36,16,4,True,True,True,True
doi__10.1186_s13568-017-0345-x,,accepted_with_cautions,True,True,True,,16,182,4,True,True,True,True
doi__10.1186_s13568-017-0409-y,,accepted_with_cautions,True,True,True,,4,9,3,True,True,True,True
doi__10.1186_s13568-017-0430-1,,accepted_with_cautions,True,True,True,,91,80,5,True,True,True,True
doi__10.1186_s13568-017-0497-8,,accepted_with_cautions,True,True,True,,62,22,2,True,True,True,True
doi__10.1186_s13568-018-0710-4,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,21,10,2,True,True,True,True
doi__10.1186_s13568-019-0739-z,,accepted_with_cautions,True,True,True,,9,10,2,True,True,True,True
doi__10.1186_s13568-019-0843-0,10.1186/s13568-019-0843-0,accepted_with_cautions,True,True,True,,146,180,4,True,True,True,True
doi__10.1186_s13568-020-01139-8,,accepted_with_cautions,True,True,True,,57,21,3,True,True,True,True
doi__10.1186_s13568-021-01272-y,10.1186/s13568-021-01272-y,accepted_with_cautions,True,True,True,,38,64,3,True,True,True,True
doi__10.1186_s40064-016-1854-9,10.1186/s40064-016-1854-9,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,3,0,2,True,True,True,True
doi__10.1186_s40104-019-0367-0,,accepted_with_cautions,True,True,True,,3,7,3,True,True,True,True
doi__10.1186_s40168-023-01521-1,,accepted_with_cautions,True,True,True,,13,11,2,True,True,True,True
doi__10.1186_s40168-024-01985-9,10.1186/s40168-024-01985-9,accepted_with_cautions,True,True,True,,2,10,3,True,True,True,True
doi__10.1186_s40168-025-02145-3,,accepted_with_cautions,True,True,True,,262,41,3,True,True,True,True
doi__10.1186_s40360-019-0309-7,,accepted_with_cautions,True,True,True,,4,66,3,True,True,True,True
doi__10.1186_s40409-016-0058-7,10.1186/s40409-016-0058-7,accepted_with_cautions,True,True,True,,29,13,3,True,True,True,True
doi__10.1186_s40409-016-0070-y,10.1186/s40409-016-0070-y,accepted_with_cautions,True,True,True,,5,6,3,True,True,True,True
doi__10.1186_s40409-017-0094-y,10.1186/s40409-017-0094-y,accepted_with_cautions,True,True,True,,55,21,2,True,True,True,True
doi__10.1186_s40409-017-0119-6,10.1186/s40409-017-0119-6,accepted_with_cautions,True,True,True,,40,20,4,True,True,True,True
doi__10.1186_s40409-017-0130-y,,accepted_with_cautions,True,True,True,,55,19,3,True,True,True,True
doi__10.1186_s43141-022-00366-9,,accepted_with_cautions,True,True,True,,3,130,4,True,True,True,True
doi__10.1242_dmm.007310,10.1242/dmm.007310,accepted_with_cautions,True,True,True,,285,253,3,True,True,True,True
doi__10.1371_journal.pbio.0030038,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,8,0,1,True,True,True,True
doi__10.1371_journal.pbio.3000337,,accepted_with_cautions,True,True,True,,45,22,3,True,True,True,True
doi__10.1371_journal.pcbi.1003212,10.1371/journal.pcbi.1003212,accepted_with_cautions,True,True,True,,49,16,2,True,True,True,True
doi__10.1371_journal.pcbi.1004074,10.1371/journal.pcbi.1004074,accepted_with_cautions,True,True,True,,49,14,2,True,True,True,True
doi__10.1371_journal.pgen.1000740,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,8,0,2,True,True,True,True
doi__10.1371_journal.pgen.1003662,,accepted_with_cautions,True,True,True,,283,104,3,True,True,True,True
doi__10.1371_journal.pgen.1007440,,accepted_with_cautions,True,True,True,,2,3,3,True,True,True,True
doi__10.1371_journal.pntd.0000721,,accepted_with_cautions,True,True,True,,44,8,4,True,True,True,True
doi__10.1371_journal.pntd.0001141,,accepted_with_cautions,True,True,True,,10,24,4,True,True,True,True
doi__10.1371_journal.pntd.0002307,10.1371/journal.pntd.0002307,accepted_with_cautions,True,True,True,,86,100,4,True,True,True,True
doi__10.1371_journal.pntd.0007217,10.1371/journal.pntd.0007217,accepted_with_cautions,True,True,True,,31,35,5,True,True,True,True
doi__10.1371_journal.pone.0000201,,accepted_with_cautions,True,True,True,,3,18,4,True,True,True,True
doi__10.1371_journal.pone.0003217,,accepted_with_cautions,True,True,True,,161,172,3,True,True,True,True
doi__10.1371_journal.pone.0007191,,accepted_with_cautions,True,True,True,,58,27,3,True,True,True,True
doi__10.1371_journal.pone.0007517,,accepted_with_cautions,True,True,True,,120,42,3,True,True,True,True
doi__10.1371_journal.pone.0008926,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,8,3,3,True,True,True,True
doi__10.1371_journal.pone.0009505,,accepted_with_cautions,True,True,True,,109,72,3,True,True,True,True
doi__10.1371_journal.pone.0012684,,accepted_with_cautions,True,True,True,,207,71,3,True,True,True,True
doi__10.1371_journal.pone.0013480,10.1371/journal.pone.0013480,accepted_with_cautions,True,True,True,,15,9,3,True,True,True,True
doi__10.1371_journal.pone.0016400,,accepted_with_cautions,True,True,True,,220,56,3,True,True,True,True
doi__10.1371_journal.pone.0017898,,accepted_with_cautions,True,True,True,,39,15,5,True,True,True,True
doi__10.1371_journal.pone.0018550,,accepted_with_cautions,True,True,True,,95,28,4,True,True,True,True
doi__10.1371_journal.pone.0018756,10.1371/journal.pone.0018756,accepted_with_cautions,True,True,True,,12,8,3,True,True,True,True
doi__10.1371_journal.pone.0023417,,accepted_with_cautions,True,True,True,,26,12,3,True,True,True,True
doi__10.1371_journal.pone.0024030,,accepted_with_cautions,True,True,True,,130,84,5,True,True,True,True
doi__10.1371_journal.pone.0030478,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,24,12,2,True,True,True,True
doi__10.1371_journal.pone.0031498,,accepted_with_cautions,True,True,True,,40,6,4,True,True,True,True
doi__10.1371_journal.pone.0033351,,accepted_with_cautions,True,True,True,,4,7,3,True,True,True,True
doi__10.1371_journal.pone.0033639,,accepted_with_cautions,True,True,True,,88,90,3,True,True,True,True
doi__10.1371_journal.pone.0034947,,accepted_with_cautions,True,True,True,,11,10,3,True,True,True,True
doi__10.1371_journal.pone.0040125,,accepted_with_cautions,True,True,True,,5,26,3,True,True,True,True
doi__10.1371_journal.pone.0040135,,accepted_with_cautions,True,True,True,,109,57,3,True,True,True,True
doi__10.1371_journal.pone.0044351,,accepted_with_cautions,True,True,True,,22,17,4,True,True,True,True
doi__10.1371_journal.pone.0045848,,accepted_with_cautions,True,True,True,,288,51,3,True,True,True,True
doi__10.1371_journal.pone.0047047,,accepted_with_cautions,True,True,True,,29,13,3,True,True,True,True
doi__10.1371_journal.pone.0047642,,accepted_with_cautions,True,True,True,,42,28,4,True,True,True,True
doi__10.1371_journal.pone.0047743,,accepted_with_cautions,True,True,True,,21,80,5,True,True,True,True
doi__10.1371_journal.pone.0048721,10.1371/journal.pone.0048721,accepted_with_cautions,True,True,True,,69,26,4,True,True,True,True
doi__10.1371_journal.pone.0050003,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,48,3,4,True,True,True,True
doi__10.1371_journal.pone.0050263,10.1371/journal.pone.0050263,accepted_with_cautions,True,True,True,,150,59,4,True,True,True,True
doi__10.1371_journal.pone.0050995,,accepted_with_cautions,True,True,True,,27,13,3,True,True,True,True
doi__10.1371_journal.pone.0053326,10.1371/journal.pone.0053326,accepted_with_cautions,True,True,True,,110,106,4,True,True,True,True
doi__10.1371_journal.pone.0053491,10.1371/journal.pone.0053491,accepted_with_cautions,True,True,True,,15,10,4,True,True,True,True
doi__10.1371_journal.pone.0053686,10.1371/journal.pone.0053686,accepted_with_cautions,True,True,True,,4,7,3,True,True,True,True
doi__10.1371_journal.pone.0056081,,accepted_with_cautions,True,True,True,,27,15,4,True,True,True,True
doi__10.1371_journal.pone.0057318,,accepted_with_cautions,True,True,True,,39,33,5,True,True,True,True
doi__10.1371_journal.pone.0057991,,accepted_with_cautions,True,True,True,,10,6,3,True,True,True,True
doi__10.1371_journal.pone.0058709,10.1371/journal.pone.0058709,accepted_with_cautions,True,True,True,,22,6,3,True,True,True,True
doi__10.1371_journal.pone.0058866,10.1371/journal.pone.0058866,accepted_with_cautions,True,True,True,,6,6,3,True,True,True,True
doi__10.1371_journal.pone.0058997,,accepted_with_cautions,True,True,True,,70,72,3,True,True,True,True
doi__10.1371_journal.pone.0059119,,accepted_with_cautions,True,True,True,,28,18,3,True,True,True,True
doi__10.1371_journal.pone.0059255,,accepted_with_cautions,True,True,True,,9,8,3,True,True,True,True
doi__10.1371_journal.pone.0060462,10.1371/journal.pone.0060462,accepted_with_cautions,True,True,True,,4,4,3,True,True,True,True
doi__10.1371_journal.pone.0061614,,accepted_with_cautions,True,True,True,,311,294,2,True,True,True,True
doi__10.1371_journal.pone.0061964,,accepted_with_cautions,True,True,True,,30,159,4,True,True,True,True
doi__10.1371_journal.pone.0062302,,accepted_with_cautions,True,True,True,,14,4,4,True,True,True,True
doi__10.1371_journal.pone.0064010,,accepted_with_cautions,True,True,True,,33,56,4,True,True,True,True
doi__10.1371_journal.pone.0066084,,accepted_with_cautions,True,True,True,,66,10,2,True,True,True,True
doi__10.1371_journal.pone.0066279,,accepted_with_cautions,True,True,True,,30,5,3,True,True,True,True
doi__10.1371_journal.pone.0067597,,accepted_with_cautions,True,True,True,,24,71,5,True,True,True,True
doi__10.1371_journal.pone.0067937,,accepted_with_cautions,True,True,True,,189,88,3,True,True,True,True
doi__10.1371_journal.pone.0070484,10.1371/journal.pone.0070484,accepted_with_cautions,True,True,True,,58,44,3,True,True,True,True
doi__10.1371_journal.pone.0070782,,accepted_with_cautions,True,True,True,,187,86,3,True,True,True,True
doi__10.1371_journal.pone.0071687,,accepted_with_cautions,True,True,True,,471,600,3,True,True,True,True
doi__10.1371_journal.pone.0072923,,accepted_with_cautions,True,True,True,,18,13,4,True,True,True,True
doi__10.1371_journal.pone.0073136,10.1371/journal.pone.0073136,accepted_with_cautions,True,True,True,,6,8,4,True,True,True,True
doi__10.1371_journal.pone.0075582,,accepted_with_cautions,True,True,True,,103,4,4,True,True,True,True
doi__10.1371_journal.pone.0076981,,accepted_with_cautions,True,True,True,,20,36,3,True,True,True,True
doi__10.1371_journal.pone.0077031,10.1371/journal.pone.0077031,accepted_with_cautions,True,True,True,,47,18,3,True,True,True,True
doi__10.1371_journal.pone.0077751,,accepted_with_cautions,True,True,True,,2,7,4,True,True,True,True
doi__10.1371_journal.pone.0080025,,accepted_with_cautions,True,True,True,,115,73,3,True,True,True,True
doi__10.1371_journal.pone.0080050,,needs_targeted_rework,False,True,False,needs_targeted_rework,3,0,3,True,True,True,True
doi__10.1371_journal.pone.0082081,10.1371/journal.pone.0082081,accepted_with_cautions,True,True,True,,45,13,2,True,True,True,True
doi__10.1371_journal.pone.0083044,,accepted_with_cautions,True,True,True,,17,6,1,True,True,True,True
doi__10.1371_journal.pone.0085515,,accepted_with_cautions,True,True,True,,443,258,1,True,True,True,True
doi__10.1371_journal.pone.0086339,10.1371/journal.pone.0086339,accepted_with_cautions,True,True,True,,46,19,3,True,True,True,True
doi__10.1371_journal.pone.0086364,10.1371/journal.pone.0086364,accepted_with_cautions,True,True,True,,157,92,5,True,True,True,True
doi__10.1371_journal.pone.0087730,,accepted_with_cautions,True,True,True,,42,80,4,True,True,True,True
doi__10.1371_journal.pone.0090397,,accepted_with_cautions,True,True,True,,146,79,4,True,True,True,True
doi__10.1371_journal.pone.0091007,,accepted_with_cautions,True,True,True,,171,27,2,True,True,True,True
doi__10.1371_journal.pone.0093216,,accepted_with_cautions,True,True,True,,163,243,3,True,True,True,True
doi__10.1371_journal.pone.0095737,10.1371/journal.pone.0095737,accepted_with_cautions,True,True,True,,19,20,3,True,True,True,True
doi__10.1371_journal.pone.0095939,,accepted_with_cautions,True,True,True,,138,157,3,True,True,True,True
doi__10.1371_journal.pone.0096222,,accepted_with_cautions,True,True,True,,12,7,3,True,True,True,True
doi__10.1371_journal.pone.0097539,,accepted_with_cautions,True,True,True,,45,45,4,True,True,True,True
doi__10.1371_journal.pone.0098935,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,86,74,3,True,True,True,True
doi__10.1371_journal.pone.0100670,,needs_targeted_rework,False,True,False,needs_targeted_rework,3,0,3,True,True,True,True
doi__10.1371_journal.pone.0101742,,accepted_with_cautions,True,True,True,,75,45,3,True,True,True,True
doi__10.1371_journal.pone.0102577,10.1371/journal.pone.0102577,accepted_with_cautions,True,True,True,,23,75,3,True,True,True,True
doi__10.1371_journal.pone.0105441,,accepted_with_cautions,True,True,True,,83,72,3,True,True,True,True
doi__10.1371_journal.pone.0105549,,accepted_with_cautions,True,True,True,,58,23,3,True,True,True,True
doi__10.1371_journal.pone.0106543,10.1371/journal.pone.0106543,accepted_with_cautions,True,True,True,,29,17,5,True,True,True,True
doi__10.1371_journal.pone.0110221,10.1371/journal.pone.0110221,accepted_with_cautions,True,True,True,,37,23,3,True,True,True,True
doi__10.1371_journal.pone.0110735,10.1371/journal.pone.0110735,accepted_with_cautions,True,True,True,,1,8,2,True,True,True,True
doi__10.1371_journal.pone.0110809,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,3,0,1,True,True,True,True
doi__10.1371_journal.pone.0114453,10.1371/journal.pone.0114453,accepted_with_cautions,True,True,True,,214,434,3,True,True,True,True
doi__10.1371_journal.pone.0114605,,accepted_with_cautions,True,True,True,,244,103,4,True,True,True,True
doi__10.1371_journal.pone.0116259,,accepted_with_cautions,True,True,True,,85,341,3,True,True,True,True
doi__10.1371_journal.pone.0116379,10.1371/journal.pone.0116379,accepted_with_cautions,True,True,True,,32,34,3,True,True,True,True
doi__10.1371_journal.pone.0117394,,accepted_with_cautions,True,True,True,,88,36,3,True,True,True,True
doi__10.1371_journal.pone.0117913,,accepted_with_cautions,True,True,True,,152,86,2,True,True,True,True
doi__10.1371_journal.pone.0118170,,accepted_with_cautions,True,True,True,,16,3,4,True,True,True,True
doi__10.1371_journal.pone.0119525,,accepted_with_cautions,True,True,True,,18,22,3,True,True,True,True
doi__10.1371_journal.pone.0124210,10.1371/journal.pone.0124210,accepted_with_cautions,True,True,True,,392,181,4,True,True,True,True
doi__10.1371_journal.pone.0126390,,accepted_with_cautions,True,True,True,,132,59,3,True,True,True,True
doi__10.1371_journal.pone.0128532,,accepted_with_cautions,True,True,True,,415,135,3,True,True,True,True
doi__10.1371_journal.pone.0128576,,accepted_with_cautions,True,True,True,,38,26,3,True,True,True,True
doi__10.1371_journal.pone.0132701,10.1371/journal.pone.0132701,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,19,68,4,True,True,True,True
doi__10.1371_journal.pone.0135961,,accepted_with_cautions,True,True,True,,347,601,3,True,True,True,True
doi__10.1371_journal.pone.0137414,10.1371/journal.pone.0137414,accepted_with_cautions,True,True,True,,24,2,3,True,True,True,True
doi__10.1371_journal.pone.0138911,10.1371/journal.pone.0138911,accepted_with_cautions,True,True,True,,32,12,3,True,True,True,True
doi__10.1371_journal.pone.0139578,,accepted_with_cautions,True,True,True,,17,5,3,True,True,True,True
doi__10.1371_journal.pone.0140377,,accepted_with_cautions,True,True,True,,387,180,3,True,True,True,True
doi__10.1371_journal.pone.0142451,10.1371/journal.pone.0142451,accepted_with_cautions,True,True,True,,73,36,3,True,True,True,True
doi__10.1371_journal.pone.0144611,,accepted_with_cautions,True,True,True,,141,405,3,True,True,True,True
doi__10.1371_journal.pone.0144741,,accepted_with_cautions,True,True,True,,179,51,3,True,True,True,True
doi__10.1371_journal.pone.0145854,10.1371/journal.pone.0145854,accepted_with_cautions,True,True,True,,2,16,3,True,True,True,True
doi__10.1371_journal.pone.0149729,10.1371/journal.pone.0149729,accepted_with_cautions,True,True,True,,8,5,3,True,True,True,True
doi__10.1371_journal.pone.0150196,10.1371/journal.pone.0150196,accepted_with_cautions,True,True,True,,212,133,7,True,True,True,True
doi__10.1371_journal.pone.0151639,10.1371/journal.pone.0151639,accepted_with_cautions,True,True,True,,446,312,3,True,True,True,True
doi__10.1371_journal.pone.0151694,,accepted_with_cautions,True,True,True,,228,192,4,True,True,True,True
doi__10.1371_journal.pone.0151820,10.1371/journal.pone.0151820,accepted_with_cautions,True,True,True,,147,70,3,True,True,True,True
doi__10.1371_journal.pone.0155304,,accepted_with_cautions,True,True,True,,149,36,3,True,True,True,True
doi__10.1371_journal.pone.0159423,,accepted_with_cautions,True,True,True,,293,180,3,True,True,True,True
doi__10.1371_journal.pone.0161573,,accepted_with_cautions,True,True,True,,24,12,3,True,True,True,True
doi__10.1371_journal.pone.0162007,,accepted_with_cautions,True,True,True,,27,17,3,True,True,True,True
doi__10.1371_journal.pone.0162537,10.1371/journal.pone.0162537,accepted_with_cautions,True,True,True,,83,20,3,True,True,True,True
doi__10.1371_journal.pone.0167953,,accepted_with_cautions,True,True,True,,45,17,3,True,True,True,True
doi__10.1371_journal.pone.0169582,,accepted_with_cautions,True,True,True,,2,4,3,True,True,True,True
